---,Actor,Location,Rotation,Scale,Meshes
Row_313,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road_Decal_Cell_ID_137_sub_tile_13.SM_Road_Decal_Cell_ID_137_sub_tile_13'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_05_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_08_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_42""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/crushed_stone/Materials/MI_roa_dec_crushed_stone_01_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_bitumen/MI_roa_dec_bitumen_06_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_bitumen/MI_roa_dec_bitumen_07""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_bitumen/MI_roa_dec_bitumen_12_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_28""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_29""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_09_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_10_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_12_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_22_MM""')))"
Row_314,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road_Decal_Cell_ID_137_sub_tile_11.SM_Road_Decal_Cell_ID_137_sub_tile_11'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_08_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_12_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_22_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_31""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_36""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/crushed_stone/Materials/MI_roa_dec_crushed_stone_02_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/crushed_stone/Materials/MI_roa_dec_crushed_stone_03_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/crushed_stone/Materials/MI_roa_dec_crushed_stone_05_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_bitumen/MI_roa_dec_bitumen_02_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_bitumen/MI_roa_dec_bitumen_12_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_bitumen/MI_roa_dec_bitumen_15""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_bitumen/MI_roa_dec_bitumen_18_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_01""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_27""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_04""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_26""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_09_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_10_MM""')))"
Row_315,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road_Decal_Cell_ID_137_sub_tile_10.SM_Road_Decal_Cell_ID_137_sub_tile_10'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_01_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_03_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_07_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_08_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_09_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_10_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_23""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_35""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_37""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_43""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/crushed_stone/Materials/MI_roa_dec_crushed_stone_02_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/crushed_stone/Materials/MI_roa_dec_crushed_stone_03_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_bitumen/MI_roa_dec_bitumen_02_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_bitumen/MI_roa_dec_bitumen_07""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_bitumen/MI_roa_dec_bitumen_11_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_paint/MI_roa_dec_paint_06""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_paint/MI_roa_dec_paint_07""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/road_paint/MI_roa_dec_paint_08""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_03""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_04""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/crushed_stone/Materials/MI_roa_dec_crushed_stone_01_MM""',MaterialInstanceConstant'""/Game/_Stalker_2/textures/decals/asphalt/MI_roa_dec_asphalt_22_MM""')))"
Row_316,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road/SM_Road_Cell_ID_137_sub_tile_9.SM_Road_Cell_ID_137_sub_tile_9'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_two-way_01""')))"
Row_317,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road/SM_Road_Cell_ID_137_sub_tile_6.SM_Road_Cell_ID_137_sub_tile_6'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_track_01""')))"
Row_318,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road/SM_Road_Cell_ID_137_sub_tile_58.SM_Road_Cell_ID_137_sub_tile_58'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_two-way_01""')))"
Row_319,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road/SM_Road_Cell_ID_137_sub_tile_57.SM_Road_Cell_ID_137_sub_tile_57'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_two-way_01""')))"
Row_320,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road/SM_Road_Cell_ID_137_sub_tile_53.SM_Road_Cell_ID_137_sub_tile_53'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_track_01""')))"
Row_321,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road/SM_Road_Cell_ID_137_sub_tile_52.SM_Road_Cell_ID_137_sub_tile_52'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_track_01""')))"
Row_322,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road/SM_Road_Cell_ID_137_sub_tile_48.SM_Road_Cell_ID_137_sub_tile_48'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_track_01""')))"
Row_323,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road/SM_Road_Cell_ID_137_sub_tile_47.SM_Road_Cell_ID_137_sub_tile_47'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_track_01""')))"
Row_324,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road/SM_Road_Cell_ID_137_sub_tile_46.SM_Road_Cell_ID_137_sub_tile_46'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_track_01""',MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_two-way_01""')))"
Row_325,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road/SM_Road_Cell_ID_137_sub_tile_45.SM_Road_Cell_ID_137_sub_tile_45'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_two-way_01""')))"
Row_326,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road/SM_Road_Cell_ID_137_sub_tile_4.SM_Road_Cell_ID_137_sub_tile_4'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_two-way_01""')))"
Row_327,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road/SM_Road_Cell_ID_137_sub_tile_37.SM_Road_Cell_ID_137_sub_tile_37'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_two-way_01""')))"
Row_328,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road/SM_Road_Cell_ID_137_sub_tile_36.SM_Road_Cell_ID_137_sub_tile_36'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_two-way_01""')))"
Row_329,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road/SM_Road_Cell_ID_137_sub_tile_35.SM_Road_Cell_ID_137_sub_tile_35'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_two-way_01""')))"
Row_330,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road/SM_Road_Cell_ID_137_sub_tile_34.SM_Road_Cell_ID_137_sub_tile_34'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_two-way_01""')))"
Row_331,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road/SM_Road_Cell_ID_137_sub_tile_33.SM_Road_Cell_ID_137_sub_tile_33'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_two-way_01""')))"
Row_332,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road/SM_Road_Cell_ID_137_sub_tile_32.SM_Road_Cell_ID_137_sub_tile_32'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_two-way_01""',MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_track_01""')))"
Row_333,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road/SM_Road_Cell_ID_137_sub_tile_31.SM_Road_Cell_ID_137_sub_tile_31'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_track_01""')))"
Row_334,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road/SM_Road_Cell_ID_137_sub_tile_30.SM_Road_Cell_ID_137_sub_tile_30'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_track_01""')))"
Row_335,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road/SM_Road_Cell_ID_137_sub_tile_29.SM_Road_Cell_ID_137_sub_tile_29'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_track_01""')))"
Row_336,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road/SM_Road_Cell_ID_137_sub_tile_28.SM_Road_Cell_ID_137_sub_tile_28'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_track_01""')))"
Row_337,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road/SM_Road_Cell_ID_137_sub_tile_27.SM_Road_Cell_ID_137_sub_tile_27'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_two-way_01""')))"
Row_338,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road/SM_Road_Cell_ID_137_sub_tile_26.SM_Road_Cell_ID_137_sub_tile_26'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_two-way_01""')))"
Row_339,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road/SM_Road_Cell_ID_137_sub_tile_25.SM_Road_Cell_ID_137_sub_tile_25'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_two-way_01""')))"
Row_340,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road/SM_Road_Cell_ID_137_sub_tile_23.SM_Road_Cell_ID_137_sub_tile_23'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_two-way_01""')))"
Row_341,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road/SM_Road_Cell_ID_137_sub_tile_22.SM_Road_Cell_ID_137_sub_tile_22'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_two-way_01""')))"
Row_342,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road/SM_Road_Cell_ID_137_sub_tile_16.SM_Road_Cell_ID_137_sub_tile_16'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_two-way_01""')))"
Row_343,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road/SM_Road_Cell_ID_137_sub_tile_13.SM_Road_Cell_ID_137_sub_tile_13'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_two-way_01""')))"
Row_344,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road/SM_Road_Cell_ID_137_sub_tile_11.SM_Road_Cell_ID_137_sub_tile_11'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_two-way_01""')))"
Row_345,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_137/SM_Road/SM_Road_Cell_ID_137_sub_tile_10.SM_Road_Cell_ID_137_sub_tile_10'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/props/roads/Materials/MI_road_track_01""')))"
Row_346,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_120/SM_Road/Dirty/SM_DirtyRoad_Cell_ID_120_sub_tile_60.SM_DirtyRoad_Cell_ID_120_sub_tile_60'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/Materials/Material_Road/DirtRoad/MI_roa_dirt_01_base""')))"
Row_347,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_120/SM_Road/Dirty/SM_DirtyRoad_Cell_ID_120_sub_tile_57.SM_DirtyRoad_Cell_ID_120_sub_tile_57'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/Materials/Material_Road/DirtRoad/MI_roa_dirt_01_base""')))"
Row_348,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_120/SM_Road/Dirty/SM_DirtyRoad_Cell_ID_120_sub_tile_56.SM_DirtyRoad_Cell_ID_120_sub_tile_56'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/Materials/Material_Road/DirtRoad/MI_roa_dirt_01_base""')))"
Row_349,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_120/SM_Road/Dirty/SM_DirtyRoad_Cell_ID_120_sub_tile_55.SM_DirtyRoad_Cell_ID_120_sub_tile_55'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/Materials/Material_Road/DirtRoad/MI_roa_dirt_01_base""')))"
Row_350,/Script/CoreUObject.Class'/Script/Engine.RoadGenStaticMeshActor',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/HoudiniEngine/RoadGenMesh/Cell_ID_120/SM_Road/Dirty/SM_DirtyRoad_Cell_ID_120_sub_tile_44.SM_DirtyRoad_Cell_ID_120_sub_tile_44'',Materials=(MaterialInstanceConstant'""/Game/_Stalker_2/Materials/Material_Road/DirtRoad/MI_roa_dirt_01_base""')))"
